Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
417;0.00;-33.00;0.69;0.12;-0.01;-1.04;0.01
418;0.00;-27083.00;0.54;0.12;-0.00;-1.04;0.00
419;0.00;-117.00;0.48;0.12;-0.01;-1.05;0.02
420;0.00;-31.00;0.62;0.12;-0.01;-1.04;0.01
421;0.00;-26825.00;0.57;0.12;-0.00;-1.04;0.01
422;0.00;-114.00;0.61;0.12;-0.01;-1.04;0.01
423;0.00;-28.00;0.66;0.12;-0.01;-1.05;0.02
424;0.00;-26566.00;0.55;0.12;-0.01;-1.04;0.01
425;0.00;-112.00;0.62;0.12;-0.01;-1.03;0.01
426;0.00;-26.00;0.64;0.12;-0.01;-1.05;0.01
427;0.00;-26308.00;0.64;0.12;-0.00;-1.04;0.00
428;0.00;-110.00;0.40;0.12;-0.01;-1.04;0.01
429;0.00;-24.00;0.48;0.12;-0.01;-1.04;0.01
430;0.00;-26050.00;0.58;0.12;-0.01;-1.04;0.01
431;0.00;-107.00;0.43;0.12;-0.00;-1.03;0.01
432;0.00;-21.00;0.47;0.12;-0.01;-1.04;0.01
433;0.00;-25791.00;0.47;0.12;-0.01;-1.04;0.01
434;0.00;-105.00;0.62;0.12;-0.01;-1.04;0.02
435;0.00;-19.00;0.56;0.12;-0.00;-1.04;0.01
436;0.00;-25533.00;0.50;0.12;-0.01;-1.04;0.01
437;0.00;-103.00;0.57;0.12;-0.01;-1.04;0.02
438;0.00;-17.00;0.56;0.12;-0.01;-1.04;0.01
439;0.00;-25275.00;0.67;0.12;-0.01;-1.04;0.01
440;0.00;-100.00;0.60;0.12;-0.01;-1.04;0.01
441;0.00;-14.00;0.54;0.12;-0.01;-1.04;0.01
442;0.00;-25016.00;0.69;0.12;-0.01;-1.04;0.01
443;0.00;-98.00;0.59;0.12;-0.01;-1.04;0.01
444;0.00;-12.00;0.62;0.12;-0.01;-1.04;0.01
445;0.00;-24758.00;0.53;0.12;-0.01;-1.04;0.01
446;0.00;-96.00;0.59;0.12;-0.01;-1.04;0.01
447;0.00;-10.00;0.63;0.12;-0.01;-1.04;0.01
448;0.00;-24500.00;0.72;0.12;-0.01;-1.03;0.01
449;0.00;-93.00;0.59;0.12;-0.01;-1.04;0.02
450;0.00;-7.00;0.56;0.12;-0.01;-1.05;0.01
451;0.00;-24241.00;0.37;0.12;-0.01;-1.04;0.01
452;0.00;-91.00;0.31;0.12;-0.01;-1.04;0.01
453;0.00;-5.00;0.49;0.12;-0.01;-1.04;0.01
454;0.00;-23983.00;0.57;0.12;-0.01;-1.04;0.01
455;0.00;-89.00;0.64;0.12;-0.01;-1.05;0.02
456;0.00;-3.00;0.64;0.12;-0.01;-1.04;0.01
457;0.00;-23724.00;0.88;0.12;-0.01;-1.04;0.01
458;0.00;-85.00;0.85;0.12;-0.01;-1.04;0.01
459;0.00;-23551.00;0.75;0.16;-0.01;-1.04;0.01
460;0.00;-23465.00;0.82;0.16;-0.00;-1.04;0.01
461;0.00;-83.00;0.81;0.16;-0.01;-1.04;0.02
462;0.00;-23293.00;0.82;0.12;-0.01;-1.04;0.01
463;0.00;-23207.00;0.64;0.12;-0.00;-1.04;0.01
464;0.00;-81.00;0.77;0.12;-0.01;-1.04;0.02
465;0.00;-23035.00;0.67;0.12;-0.01;-1.04;0.02
466;0.00;-22948.00;0.59;0.12;-0.01;-1.04;0.02
467;0.00;-78.00;0.54;0.12;-0.00;-1.04;0.01
468;0.00;-22776.00;0.35;0.12;-0.01;-1.04;0.01
469;0.00;-22690.00;0.46;0.12;-0.01;-1.04;0.01
470;0.00;-76.00;0.51;0.12;-0.01;-1.04;0.02
471;0.00;-22518.00;0.70;0.12;-0.01;-1.04;0.01
472;0.00;-22432.00;0.64;0.12;-0.01;-1.05;0.02
473;0.00;-74.00;0.58;0.12;-0.01;-1.04;0.02
474;0.00;-22260.00;0.58;0.12;-0.01;-1.04;0.01
475;0.00;-22173.00;0.55;0.12;-0.01;-1.04;0.02
476;0.00;-71.00;0.36;0.12;-0.00;-1.04;0.01
477;0.00;-22001.00;0.39;0.12;-0.01;-1.04;0.01
478;0.00;-69.00;0.37;0.12;-0.01;-1.04;0.01
479;0.00;-21743.00;0.44;0.12;-0.01;-1.05;0.02
480;0.00;-21657.00;0.64;0.12;-0.01;-1.04;0.02
481;0.00;-67.00;0.63;0.12;-0.01;-1.04;0.01
482;0.00;-21485.00;0.66;0.12;-0.01;-1.04;0.02
483;0.00;-21398.00;0.67;0.12;-0.01;-1.04;0.00
484;0.00;-64.00;0.51;0.12;-0.01;-1.03;0.01
485;0.00;-21226.00;0.66;0.12;-0.01;-1.04;0.01
486;0.00;-21140.00;0.72;0.12;-0.01;-1.04;0.01
487;0.00;-62.00;0.54;0.12;-0.01;-1.05;0.02
488;0.00;-20968.00;0.31;0.12;-0.01;-1.04;0.02
489;0.00;-20882.00;0.57;0.12;-0.01;-1.04;0.01
490;0.00;-60.00;0.75;0.12;-0.01;-1.04;0.01
491;0.00;-20710.00;0.62;0.12;-0.01;-1.04;0.01
492;0.00;-20623.00;0.44;0.12;-0.01;-1.04;0.02
493;0.00;-57.00;0.53;0.12;-0.01;-1.04;0.01
494;0.00;-20451.00;0.62;0.12;-0.01;-1.04;0.01
495;0.00;-20365.00;0.63;0.12;-0.01;-1.04;0.01
496;0.00;-55.00;0.65;0.12;-0.01;-1.05;0.00
497;0.00;-20193.00;0.68;0.12;-0.01;-1.04;0.01
498;0.00;-20107.00;0.76;0.12;-0.01;-1.04;0.01
499;0.00;-53.00;0.84;0.12;-0.00;-1.04;0.01
500;0.00;-19935.00;0.70;0.12;-0.01;-1.04;0.01
501;0.00;-19849.00;0.63;0.12;-0.01;-1.04;0.01
502;0.00;-50.00;0.74;0.12;-0.01;-1.04;0.01
503;0.00;-19676.00;0.58;0.12;-0.01;-1.04;0.01
504;0.00;-19590.00;0.54;0.12;-0.01;-1.04;0.01
505;0.00;-48.00;0.60;0.12;-0.01;-1.04;0.02
506;0.00;-19418.00;0.50;0.12;-0.01;-1.04;0.00
507;0.00;-19332.00;0.61;0.12;-0.01;-1.04;0.01
508;0.00;-46.00;0.79;0.12;-0.01;-1.04;0.01
509;0.00;-19160.00;0.83;0.12;-0.00;-1.03;0.01
510;0.00;-19074.00;0.73;0.12;-0.01;-1.04;0.01
511;0.00;-42.00;0.73;0.12;-0.01;-1.03;0.01
512;0.00;-18900.00;0.53;0.12;-0.01;-1.04;0.01
513;0.00;-126.00;0.71;0.12;-0.01;-1.03;0.01
514;0.00;-40.00;0.50;0.12;-0.00;-1.04;0.01
515;0.00;-18642.00;0.35;0.12;-0.01;-1.04;0.01
516;0.00;-124.00;0.60;0.12;-0.01;-1.04;0.01
517;0.00;-38.00;0.76;0.12;-0.00;-1.04;0.01
518;0.00;-18384.00;0.64;0.12;-0.01;-1.04;0.01
519;0.00;-122.00;0.65;0.12;-0.01;-1.04;0.01
520;0.00;-35.00;0.79;0.12;-0.01;-1.04;0.00
521;0.00;-18125.00;0.70;0.12;-0.01;-1.04;0.01
522;0.00;-119.00;0.65;0.16;-0.01;-1.04;0.01
523;0.00;-33.00;0.70;0.16;-0.01;-1.04;0.01
524;0.00;-17867.00;0.61;0.16;-0.00;-1.04;0.01
525;0.00;-117.00;0.64;0.12;-0.01;-1.04;0.02
526;0.00;-31.00;0.68;0.12;-0.01;-1.04;0.01
527;0.00;-17609.00;0.66;0.12;-0.01;-1.04;0.01
528;0.00;-115.00;0.65;0.12;-0.01;-1.04;0.01
529;0.00;-28.00;0.59;0.12;-0.01;-1.03;0.01
530;0.00;-17350.00;0.74;0.12;-0.01;-1.04;0.02
531;0.00;-112.00;0.69;0.12;-0.01;-1.04;0.01
532;0.00;-26.00;0.80;0.12;-0.01;-1.04;0.01
533;0.00;-17092.00;0.74;0.12;-0.00;-1.04;0.01
534;0.00;-110.00;0.62;0.12;-0.00;-1.04;0.01
535;0.00;-24.00;0.49;0.12;-0.01;-1.04;0.01
536;0.00;-16834.00;0.41;0.12;-0.01;-1.04;0.01
537;0.00;-108.00;0.52;0.12;-0.01;-1.04;0.01
538;0.00;-22.00;0.53;0.12;-0.01;-1.04;0.02
539;0.00;-16575.00;0.69;0.12;-0.01;-1.04;0.01
540;0.00;-105.00;0.73;0.12;-0.01;-1.04;0.02
541;0.00;-19.00;0.58;0.12;-0.01;-1.04;0.01
542;0.00;-16317.00;0.37;0.12;-0.01;-1.04;0.01
543;0.00;-103.00;0.49;0.12;-0.01;-1.04;0.01
544;0.00;-17.00;0.59;0.12;-0.01;-1.04;0.01
545;0.00;-16059.00;0.72;0.12;-0.01;-1.05;0.01
546;0.00;-101.00;0.59;0.12;-0.01;-1.04;0.01
547;0.00;-15.00;0.44;0.12;-0.00;-1.04;0.01
548;0.00;-15800.00;0.54;0.12;-0.00;-1.04;0.01
549;0.00;-98.00;0.56;0.12;-0.01;-1.04;0.02
550;0.00;-12.00;0.49;0.12;-0.01;-1.04;0.01
551;0.00;-15542.00;0.49;0.12;-0.01;-1.04;0.01
552;0.00;-96.00;0.68;0.16;-0.01;-1.04;0.01
553;0.00;-10.00;0.51;0.16;-0.00;-1.04;0.01
554;0.00;-15284.00;0.56;0.16;-0.01;-1.04;0.01
555;0.00;-94.00;0.58;0.12;-0.01;-1.04;0.01
556;0.00;-8.00;0.34;0.12;-0.01;-1.04;0.02
557;0.00;-15025.00;0.41;0.12;-0.01;-1.04;0.01
558;0.00;-91.00;0.39;0.12;-0.01;-1.04;0.01
559;0.00;-5.00;0.31;0.12;-0.01;-1.05;0.02
560;0.00;-14767.00;0.44;0.12;-0.01;-1.04;0.01
561;0.00;-89.00;0.43;0.12;-0.01;-1.04;0.01
562;0.00;-3.00;0.40;0.12;-0.01;-1.05;0.01
563;0.00;-14509.00;0.34;0.12;-0.01;-1.04;0.02
564;0.00;-87.00;0.46;0.12;-0.01;-1.04;0.01
565;0.00;-14336.00;0.59;0.12;-0.01;-1.04;0.01
566;0.00;-14249.00;0.57;0.12;-0.01;-1.04;0.01
567;0.00;-83.00;0.63;0.12;-0.00;-1.04;0.01
568;0.00;-14077.00;0.67;0.12;-0.01;-1.04;0.01
569;0.00;-13991.00;0.66;0.12;-0.01;-1.04;0.01
570;0.00;-81.00;0.61;0.12;-0.00;-1.04;0.01
571;0.00;-13819.00;0.57;0.12;-0.01;-1.04;0.00
572;0.00;-13733.00;0.62;0.12;-0.01;-1.04;0.01
573;0.00;-79.00;0.68;0.12;-0.01;-1.04;0.01
574;0.00;-13561.00;0.73;0.12;-0.01;-1.04;0.02
575;0.00;-13475.00;0.71;0.12;-0.00;-1.04;0.00
576;0.00;-76.00;0.70;0.12;-0.01;-1.05;0.01
577;0.00;-13302.00;0.58;0.12;-0.01;-1.04;0.01
578;0.00;-13216.00;0.63;0.12;-0.01;-1.04;0.02
579;0.00;-74.00;0.58;0.12;-0.00;-1.03;0.01
580;0.00;-13044.00;0.45;0.12;-0.01;-1.04;0.01
581;0.00;-12958.00;0.50;0.16;-0.01;-1.04;0.02
582;0.00;-72.00;0.45;0.16;-0.01;-1.04;0.01
583;0.00;-12786.00;0.48;0.16;-0.01;-1.04;0.01
584;0.00;-12700.00;0.62;0.12;-0.01;-1.04;0.02
585;0.00;-69.00;0.67;0.12;-0.00;-1.04;0.02
586;0.00;-12527.00;0.50;0.12;-0.01;-1.04;0.02
587;0.00;-12441.00;0.55;0.12;-0.01;-1.04;0.01
588;0.00;-67.00;0.49;0.12;-0.01;-1.04;0.01
589;0.00;-12269.00;0.33;0.12;-0.01;-1.04;0.01
590;0.00;-12183.00;0.51;0.12;-0.01;-1.04;0.01
591;0.00;-65.00;0.58;0.12;-0.01;-1.04;0.01
592;0.00;-12011.00;0.66;0.12;-0.01;-1.04;0.01
593;0.00;-11925.00;0.73;0.12;-0.01;-1.04;0.01
594;0.00;-62.00;0.61;0.12;-0.01;-1.04;0.01
595;0.00;-11752.00;0.68;0.12;-0.00;-1.04;0.01
596;0.00;-11666.00;0.70;0.12;-0.01;-1.04;0.01
597;0.00;-60.00;0.85;0.12;-0.00;-1.04;0.01
598;0.00;-11494.00;0.69;0.12;-0.01;-1.04;0.01
599;0.00;-11408.00;0.72;0.12;-0.01;-1.04;0.01
600;0.00;-58.00;0.73;0.12;-0.00;-1.04;0.00
601;0.00;-11236.00;0.67;0.12;-0.01;-1.04;0.01
602;0.00;-11150.00;0.71;0.12;-0.01;-1.04;0.01
603;0.00;-55.00;0.68;0.12;-0.01;-1.04;0.01
604;0.00;-10977.00;0.67;0.12;-0.00;-1.04;0.01
605;0.00;-10891.00;0.62;0.12;-0.01;-1.04;0.01
606;0.00;-53.00;0.64;0.12;-0.01;-1.04;0.01
607;0.00;-10719.00;0.62;0.12;-0.01;-1.04;0.01
608;0.00;-10633.00;0.66;0.12;-0.01;-1.04;0.01
609;0.00;-51.00;0.52;0.12;-0.01;-1.04;0.01
610;0.00;-10461.00;0.40;0.12;-0.01;-1.04;0.01
611;0.00;-10375.00;0.40;0.12;-0.01;-1.04;0.01
612;0.00;-48.00;0.70;0.12;-0.01;-1.03;0.01
613;0.00;-10202.00;0.81;0.12;-0.01;-1.03;0.03
614;0.00;-10116.00;0.65;0.12;-0.01;-1.04;0.01
615;0.00;-46.00;0.56;0.12;-0.01;-1.04;0.02
616;0.00;-9944.00;0.47;0.12;-0.01;-1.04;0.01
617;0.00;-9858.00;0.61;0.12;-0.01;-1.04;0.02
618;0.00;-44.00;0.66;0.12;-0.02;-1.04;0.02
619;0.00;-9685.00;0.65;0.12;-0.01;-1.04;0.01
620;0.00;-127.00;0.42;0.12;-0.00;-1.04;0.02
621;0.00;-40.00;0.49;0.12;-0.01;-1.04;0.02
622;0.00;-9426.00;0.51;0.12;-0.01;-1.04;0.01
623;0.00;-124.00;0.50;0.12;-0.01;-1.04;0.01
624;0.00;-38.00;0.37;0.12;-0.01;-1.04;0.01
625;0.00;-9168.00;0.44;0.12;-0.00;-1.04;0.01
626;0.00;-122.00;0.59;0.12;-0.01;-1.04;0.01
627;0.00;-36.00;0.57;0.12;-0.01;-1.05;0.02
628;0.00;-8910.00;0.71;0.12;-0.01;-1.05;0.01
629;0.00;-120.00;0.73;0.12;-0.01;-1.04;0.01
630;0.00;-33.00;0.44;0.12;-0.01;-1.04;0.01
631;0.00;-8651.00;0.46;0.12;-0.01;-1.04;0.02
632;0.00;-117.00;0.65;0.12;-0.01;-1.04;0.01
633;0.00;-31.00;0.62;0.12;-0.00;-1.04;0.01
634;0.00;-8393.00;0.67;0.12;-0.01;-1.04;0.01
635;0.00;-115.00;0.63;0.16;-0.00;-1.04;0.01
636;0.00;-29.00;0.53;0.16;-0.01;-1.04;0.01
637;0.00;-8135.00;0.61;0.16;-0.01;-1.04;0.01
638;0.00;-113.00;0.79;0.12;-0.01;-1.04;0.01
639;0.00;-26.00;0.76;0.12;-0.01;-1.04;0.01
640;0.00;-7876.00;0.71;0.12;-0.01;-1.04;0.02
641;0.00;-110.00;0.65;0.12;-0.01;-1.04;0.02
642;0.00;-24.00;0.75;0.12;-0.01;-1.04;0.01
643;0.00;-7618.00;0.69;0.12;-0.01;-1.04;0.01
644;0.00;-108.00;0.60;0.12;-0.01;-1.04;0.01
645;0.00;-22.00;0.41;0.12;-0.01;-1.04;0.01
646;0.00;-7360.00;0.49;0.12;-0.01;-1.04;0.00
647;0.00;-106.00;0.81;0.12;-0.01;-1.04;0.01
648;0.00;-20.00;0.77;0.12;-0.01;-1.05;0.02
649;0.00;-7101.00;0.78;0.12;-0.00;-1.04;0.02
650;0.00;-103.00;0.73;0.12;-0.01;-1.04;0.01
651;0.00;-17.00;0.58;0.12;-0.01;-1.04;0.01
652;0.00;-6843.00;0.67;0.12;-0.01;-1.04;0.01
653;0.00;-101.00;0.70;0.12;-0.01;-1.04;0.01
654;0.00;-15.00;0.85;0.12;-0.00;-1.04;0.01
655;0.00;-6585.00;0.62;0.12;-0.01;-1.04;0.02
656;0.00;-99.00;0.58;0.12;-0.01;-1.04;0.01
657;0.00;-13.00;0.62;0.12;-0.01;-1.04;0.02
658;0.00;-6326.00;0.78;0.12;-0.01;-1.04;0.01
659;0.00;-96.00;0.69;0.12;-0.01;-1.04;0.01
660;0.00;-10.00;0.61;0.12;-0.01;-1.04;0.01
661;0.00;-6068.00;0.52;0.12;-0.00;-1.04;0.02
662;0.00;-94.00;0.63;0.12;-0.00;-1.04;0.01
663;0.00;-8.00;0.72;0.12;-0.01;-1.04;0.01
664;0.00;-5810.00;0.60;0.12;-0.01;-1.03;0.01
665;0.00;-92.00;0.51;0.12;-0.01;-1.04;0.01
666;0.00;-6.00;0.55;0.12;-0.00;-1.04;0.01
667;0.00;-5552.00;0.43;0.12;-0.01;-1.04;0.00
668;0.00;-89.00;0.66;0.12;-0.01;-1.04;0.02
669;0.00;-3.00;0.78;0.12;-0.01;-1.04;0.01
670;0.00;-5293.00;0.67;0.12;-0.01;-1.04;0.01
671;0.00;-87.00;0.60;0.12;-0.01;-1.04;0.01
672;0.00;-5120.00;0.56;0.12;-0.01;-1.04;0.01
673;0.00;-5034.00;0.49;0.12;-0.01;-1.04;0.01
674;0.00;-84.00;0.49;0.12;-0.01;-1.04;0.01
675;0.00;-4862.00;0.50;0.12;-0.01;-1.04;0.01
676;0.00;-4776.00;0.46;0.12;-0.01;-1.04;0.01
677;0.00;-81.00;0.72;0.12;-0.01;-1.04;0.01
678;0.00;-4603.00;0.79;0.12;-0.01;-1.03;0.01
679;0.00;-4517.00;0.62;0.12;-0.00;-1.04;0.01
680;0.00;-79.00;0.52;0.12;-0.01;-1.05;0.01
681;0.00;-4345.00;0.55;0.12;-0.01;-1.04;0.01
682;0.00;-4259.00;0.41;0.12;-0.01;-1.03;0.01
683;0.00;-77.00;0.59;0.12;-0.01;-1.05;0.01
684;0.00;-4087.00;0.73;0.12;-0.01;-1.04;0.01
685;0.00;-4001.00;0.75;0.12;-0.01;-1.04;0.01
686;0.00;-74.00;0.61;0.12;-0.01;-1.04;0.01
687;0.00;-3828.00;0.47;0.12;-0.01;-1.04;0.01
688;0.00;-3742.00;0.47;0.12;-0.01;-1.04;0.01
689;0.00;-72.00;0.48;0.12;-0.01;-1.04;0.00
690;0.00;-3570.00;0.51;0.12;-0.01;-1.04;0.01
691;0.00;-3484.00;0.58;0.12;-0.00;-1.04;0.01
692;0.00;-70.00;0.55;0.12;-0.01;-1.04;0.01
693;0.00;-3312.00;0.43;0.12;-0.01;-1.04;0.01
694;0.00;-3226.00;0.42;0.12;-0.00;-1.04;0.01
695;0.00;-67.00;0.58;0.12;-0.00;-1.04;0.00
696;0.00;-3053.00;0.55;0.12;-0.01;-1.04;0.01
697;0.00;-2967.00;0.43;0.12;-0.01;-1.04;0.02
698;0.00;-65.00;0.40;0.12;-0.01;-1.04;0.02
699;0.00;-2795.00;0.64;0.12;-0.01;-1.04;0.02
700;0.00;-2709.00;0.64;0.12;-0.01;-1.04;0.02
701;0.00;-63.00;0.67;0.12;-0.01;-1.04;0.01
702;0.00;-2537.00;0.41;0.12;-0.01;-1.05;0.02
703;0.00;-2451.00;0.27;0.12;-0.01;-1.04;0.00
704;0.00;-61.00;0.51;0.12;-0.01;-1.04;0.01
705;0.00;-2278.00;0.58;0.12;-0.01;-1.04;0.01
706;0.00;-2192.00;0.58;0.12;-0.01;-1.04;0.00
707;0.00;-58.00;0.67;0.12;-0.01;-1.04;0.02
708;0.00;-2020.00;0.57;0.12;-0.01;-1.04;0.01
709;0.00;-1934.00;0.53;0.12;-0.00;-1.04;0.01
710;0.00;-56.00;0.55;0.12;-0.00;-1.04;0.01
711;0.00;-1762.00;0.48;0.12;-0.01;-1.04;0.02
712;0.00;-1676.00;0.59;0.12;-0.01;-1.04;0.01
713;0.00;-54.00;0.58;0.12;-0.01;-1.04;0.01
714;0.00;-1503.00;0.42;0.12;-0.00;-1.04;0.01
715;0.00;-1417.00;0.55;0.12;-0.01;-1.04;0.01
716;0.00;-51.00;0.59;0.12;-0.01;-1.04;0.01
717;0.00;-1245.00;0.41;0.12;-0.01;-1.04;0.01
718;0.00;-1159.00;0.38;0.12;-0.01;-1.04;0.01
719;0.00;-49.00;0.45;0.12;-0.00;-1.04;0.01
720;0.00;-987.00;0.55;0.12;-0.00;-1.04;0.01
721;0.00;-901.00;0.55;0.12;-0.01;-1.04;0.01
722;0.00;-47.00;0.54;0.12;-0.01;-1.04;0.02
723;0.00;-728.00;0.68;0.12;-0.01;-1.04;0.02
724;0.00;-642.00;0.68;0.12;-0.01;-1.04;0.01
725;0.00;-44.00;0.60;0.12;-0.01;-1.04;0.00
726;0.00;-469.00;0.49;0.12;-0.01;-1.04;0.01
727;0.00;-127.00;0.64;0.12;-0.01;-1.03;0.01
728;0.00;-41.00;0.96;0.12;-0.01;-1.04;0.01
729;0.00;-211.00;0.76;0.12;-0.00;-1.04;0.01
730;0.00;-125.00;0.55;0.12;-0.01;-1.04;0.02
731;0.00;-38.00;0.56;0.12;-0.01;-1.04;0.01
732;0.00;65584.00;0.66;0.12;-0.01;-1.04;0.01
733;0.00;-122.00;0.60;0.12;-0.01;-1.04;0.01
734;0.00;-36.00;0.62;0.12;-0.01;-1.04;0.01
735;0.00;65842.00;0.49;0.12;-0.01;-1.04;0.02
736;0.00;-120.00;0.45;0.12;-0.01;-1.04;0.01
737;0.00;-34.00;0.44;0.12;-0.01;-1.04;0.00
738;0.00;66100.00;0.34;0.12;-0.01;-1.04;0.01
739;0.00;-118.00;0.54;0.12;-0.00;-1.04;0.01
740;0.00;-31.00;0.66;0.12;-0.01;-1.04;0.01
741;0.00;66359.00;0.55;0.12;-0.01;-1.04;0.01
742;0.00;-115.00;0.65;0.12;-0.00;-1.04;0.03
743;0.00;-29.00;0.73;0.12;-0.01;-1.04;0.01
744;0.00;66617.00;0.70;0.12;-0.01;-1.04;0.01
745;0.00;-113.00;0.64;0.12;-0.01;-1.04;0.01
746;0.00;-27.00;0.52;0.12;-0.00;-1.04;0.01
747;0.00;66875.00;0.62;0.12;-0.01;-1.04;0.01
748;0.00;-111.00;0.63;0.12;-0.00;-1.03;0.02
749;0.00;-24.00;0.48;0.12;-0.01;-1.04;0.01
750;0.00;67134.00;0.62;0.12;-0.01;-1.04;0.01
751;0.00;-108.00;0.65;0.12;-0.00;-1.04;0.01
752;0.00;-22.00;0.66;0.12;-0.01;-1.04;0.01
753;0.00;67392.00;0.86;0.12;-0.01;-1.04;0.01
754;0.00;-106.00;0.89;0.12;-0.01;-1.04;0.01
755;0.00;-20.00;0.79;0.12;-0.01;-1.04;0.01
756;0.00;67650.00;0.80;0.12;-0.03;-1.05;0.01
757;0.00;-104.00;0.74;0.12;-0.01;-1.04;0.01
758;0.00;-18.00;0.55;0.12;-0.01;-1.04;0.01
759;0.00;67909.00;0.42;0.12;-0.01;-1.04;0.01
760;0.00;-101.00;0.56;0.12;-0.01;-1.04;0.01
761;0.00;-15.00;0.45;0.12;-0.01;-1.04;0.01
762;0.00;68167.00;0.37;0.12;-0.01;-1.04;0.01
763;0.00;-99.00;0.47;0.12;-0.01;-1.04;0.01
764;0.00;-13.00;0.59;0.12;-0.01;-1.04;0.02
765;0.00;68425.00;0.66;0.12;-0.01;-1.04;0.01
766;0.00;-97.00;0.50;0.12;-0.01;-1.04;0.01
767;0.00;-11.00;0.45;0.12;-0.01;-1.05;0.02
768;0.00;68684.00;0.67;0.12;-0.01;-1.04;0.01
769;0.00;-94.00;0.70;0.12;-0.01;-1.04;0.01
770;0.00;-8.00;0.54;0.12;-0.01;-1.04;0.02
771;0.00;68942.00;0.63;0.12;-0.01;-1.04;0.02
772;0.00;-92.00;0.70;0.12;-0.01;-1.04;0.01
773;0.00;-6.00;0.40;0.12;-0.00;-1.04;0.02
774;0.00;69200.00;0.36;0.12;-0.01;-1.04;0.01
775;0.00;-90.00;0.39;0.12;-0.00;-1.03;0.01
776;0.00;-4.00;0.55;0.12;-0.01;-1.04;0.01
777;0.00;69459.00;0.51;0.12;-0.01;-1.04;0.01
778;0.00;-87.00;0.52;0.12;-0.00;-1.04;0.01
779;0.00;69632.00;0.66;0.12;-0.01;-1.04;0.01
780;0.00;69718.00;0.51;0.12;-0.01;-1.04;0.01
781;0.00;-84.00;0.54;0.12;-0.01;-1.04;0.01
782;0.00;69890.00;0.64;0.12;-0.01;-1.05;0.01
783;0.00;69976.00;0.51;0.12;-0.01;-1.04;0.01
784;0.00;-82.00;0.58;0.12;-0.01;-1.04;0.01
785;0.00;70148.00;0.62;0.12;-0.00;-1.03;0.01
786;0.00;70234.00;0.71;0.12;-0.01;-1.04;0.01
787;0.00;-79.00;0.47;0.12;-0.01;-1.04;0.02
788;0.00;70407.00;0.27;0.12;-0.01;-1.04;0.01
789;0.00;70493.00;0.41;0.12;-0.01;-1.04;0.02
790;0.00;-77.00;0.56;0.12;-0.00;-1.04;0.01
791;0.00;70665.00;0.65;0.12;-0.01;-1.04;0.01
792;0.00;70751.00;0.46;0.12;-0.01;-1.04;0.01
793;0.00;-75.00;0.30;0.12;-0.01;-1.04;0.02
794;0.00;70923.00;0.50;0.12;-0.01;-1.05;0.02
795;0.00;71010.00;0.61;0.12;-0.01;-1.04;0.01
796;0.00;-72.00;0.67;0.12;-0.01;-1.04;0.01
797;0.00;71182.00;0.57;0.12;-0.01;-1.04;0.01
798;0.00;71268.00;0.52;0.12;-0.01;-1.04;0.01
799;0.00;-70.00;0.69;0.12;-0.00;-1.04;0.01
800;0.00;71440.00;0.60;0.12;-0.01;-1.04;0.01
801;0.00;71526.00;0.66;0.12;-0.01;-1.04;0.01
802;0.00;-68.00;0.58;0.12;-0.00;-1.04;0.02
803;0.00;71698.00;0.64;0.12;-0.01;-1.03;0.02
804;0.00;71785.00;0.60;0.12;-0.01;-1.05;0.01
805;0.00;-65.00;0.54;0.12;-0.01;-1.04;0.01
806;0.00;71957.00;0.49;0.12;-0.01;-1.04;0.01
807;0.00;72043.00;0.45;0.12;-0.00;-1.03;0.01
808;0.00;-63.00;0.61;0.12;-0.00;-1.03;0.01
809;0.00;72215.00;0.59;0.12;-0.01;-1.04;0.00
810;0.00;72301.00;0.68;0.12;-0.00;-1.03;0.00
811;0.00;-61.00;0.60;0.12;-0.01;-1.04;0.01
812;0.00;72473.00;0.47;0.12;-0.01;-1.04;0.01
813;0.00;72559.00;0.55;0.12;-0.01;-1.04;0.01
814;0.00;-58.00;0.59;0.12;-0.01;-1.04;0.01
815;0.00;72732.00;0.64;0.12;-0.01;-1.04;0.01
816;0.00;72818.00;0.65;0.12;-0.01;-1.04;0.01
817;0.00;-56.00;0.62;0.12;-0.01;-1.04;0.00
818;0.00;72990.00;0.68;0.12;-0.01;-1.04;0.02
819;0.00;73076.00;0.55;0.12;-0.01;-1.04;0.01
820;0.00;-54.00;0.57;0.12;-0.00;-1.03;0.01
821;0.00;73248.00;0.34;0.12;-0.01;-1.04;0.01
822;0.00;73334.00;0.58;0.12;-0.01;-1.04;0.01
823;0.00;-51.00;0.81;0.12;-0.00;-1.03;0.01
824;0.00;73507.00;0.77;0.12;-0.01;-1.04;0.01
825;0.00;73593.00;0.65;0.12;-0.01;-1.04;0.01
826;0.00;-49.00;0.52;0.12;-0.01;-1.04;0.01
827;0.00;73765.00;0.78;0.12;-0.00;-1.04;0.01
828;0.00;73851.00;0.58;0.12;-0.01;-1.04;0.01
829;0.00;-47.00;0.48;0.12;-0.02;-1.04;0.01
830;0.00;74023.00;0.57;0.12;-0.01;-1.04;0.01
831;0.00;74109.00;0.61;0.12;-0.00;-1.04;0.01
832;0.00;-44.00;0.56;0.12;-0.01;-1.04;0.01
